p0,p1,p2,p3,p4,objective,elapsed_sec
4,6410000,99800,38000, -Dqueueless=on ,-2326.72,3881.1641693115234
4,6640000,32400,73000, -Dqueueless=on ,-3013.96,3897.1459934711456
4,6530000,9100,73000, -Dqueueless=on ,-2554.65,3918.7252390384674
4,6630000,19300,73000, -Dqueueless=on ,-2598.03,3938.7286190986633
4,6570000,97300,73000, -Dqueueless=on ,-2608.91,3964.1877357959747
4,2160000,15500,47000, -Dqueueless=on ,-2644.36,3981.181389570236
4,6740000,99900,69000, -Dqueueless=on ,-3256.78,4001.2276225090027
4,6700000,99900,54000, -Dqueueless=on ,-2855.56,4019.5220568180084
4,6700000,97100,73000, -Dqueueless=on ,-2659.26,4043.7675366401672
4,6490000,99900,35000, -Dqueueless=on ,-2566.86,4059.9165365695953
4,5940000,98300,76000, -Dqueueless=on ,-2657.42,4077.5666007995605
4,6340000,98200,63000, -Dqueueless=on ,-2555.79,4098.239593029022
4,6930000,97700,77000, -Dqueueless=on ,-2798.5,4124.136508703232
4,2100000,99900,68000, -Dqueueless=on ,-2858.49,4146.440600156784
4,6780000,85300,77000, -Dqueueless=on ,-2671.89,4163.66655087471
4,6890000,99700,68000, -Dqueueless=on ,-2545.28,4179.830833673477
4,6520000,98300,77000, -Dqueueless=on ,-2777.62,4197.549740314484
4,6760000,98500,47000, -Dqueueless=on ,-3136.21,4214.649907827377
3,6730000,31200,47000, -Dqueueless=on ,-2523.82,4232.385895252228
4,5920000,100000,30000, -Dqueueless=on ,-2467.39,4249.54492521286
3,6710000,99600,47000, -Dqueueless=on ,-2449.24,4267.7005178928375
4,2200000,99500,75000, -Dqueueless=on ,-3083.31,4290.139080524445
4,6310000,99900,11000, -Dqueueless=on ,-2848.86,4309.285461425781
2,6650000,98800,74000, -Dqueueless=on ,-2845.65,4327.204071998596
4,6900000,98600,45000, -Dqueueless=on ,-2558.74,4343.177156448364
4,6110000,78200,74000, -Dqueueless=on ,-2264.99,4364.032976865768
4,6370000,100000,71000, -Dqueueless=on ,-2985.92,4382.797076463699
4,2190000,95500,46000, -Dqueueless=on ,-2516.05,4398.973460674286
3,6690000,98300,75000, -Dqueueless=on ,-2559.29,4415.078546762466
4,2030000,94400,79000, -Dqueueless=on ,-2760.1,4440.584233760834
4,6730000,99800,37000, -Dqueueless=on ,-2590.05,4459.423381567001
4,6600000,99800,67000, -Dqueueless=on ,-2824.65,4477.480766534805
4,6680000,98500,57000, -Dqueueless=on ,-2725.98,4503.30116891861
4,6830000,98600,45000, -Dqueueless=on ,-2903.75,4518.108390331268
4,1290000,99800,84000, -Dqueueless=on ,-2403.57,4536.318786859512
4,6670000,99900,56000, -Dqueueless=on ,-3073.95,4552.783571958542
2,6170000,100000,69000, -Dqueueless=on ,-2656.86,4568.74428153038
4,6600000,99600,49000, -Dqueueless=on ,-2313.75,4585.885408401489
3,2120000,99500,83000, -Dqueueless=on ,-2713.2,4600.3006410598755
4,6640000,98600,73000, -Dqueueless=on ,-2735.91,4615.995740890503
4,3950000,99500,75000, -Dqueueless=on ,-2881.56,4635.533582448959
3,2040000,99700,75000, -Dqueueless=on ,-2536.3,4651.156034946442
4,6760000,99800,73000, -Dqueueless=on ,-2744.67,4670.088541269302
4,6640000,95200,44000, -Dqueueless=on ,-2840.78,4686.043407917023
4,6940000,99800,32000, -Dqueueless=on ,-2704.06,4710.585274934769
4,6810000,99900,69000, -Dqueueless=off ,-2356.74,4731.752067327499
4,6660000,95500,76000, -Dqueueless=on ,-3171.55,4756.424994945526
4,6640000,76800,64000, -Dqueueless=on ,-2580.92,4772.3536920547485
4,6190000,88000,76000, -Dqueueless=on ,-2496.58,4798.717310428619
3,6980000,99900,45000, -Dqueueless=on ,-2616.25,4819.481860399246
4,6640000,17600,76000, -Dqueueless=on ,-2385.51,4836.7136380672455
4,6210000,99800,43000, -Dqueueless=on ,-2857.55,4853.18366932869
4,6860000,89900,46000, -Dqueueless=on ,-3046.51,4871.368623256683
3,6650000,98400,77000, -Dqueueless=on ,-2678.79,4888.085040330887
4,6340000,99800,45000, -Dqueueless=on ,-3014.76,4908.290958166122
4,7090000,95500,77000, -Dqueueless=on ,-3201.6,4926.196052074432
4,6820000,99900,64000, -Dqueueless=on ,-2388.85,4949.9011352062225
4,6720000,93800,73000, -Dqueueless=on ,-2719.09,4974.64247584343
4,6980000,95300,76000, -Dqueueless=on ,-2992.59,4992.742050170898
4,7100000,96200,69000, -Dqueueless=on ,-2327.66,5007.666667461395
4,7550000,94400,77000, -Dqueueless=on ,-3228.9,5027.377244472504
1,7210000,95200,77000, -Dqueueless=on ,-2413.25,5045.15491271019
4,7980000,95100,75000, -Dqueueless=on ,-2577.27,5063.0244472026825
4,2270000,99800,72000, -Dqueueless=on ,-2620.5,5079.715127229691
4,6680000,99900,23000, -Dqueueless=on ,-2541.71,5093.857367277145
4,6900000,96600,77000, -Dqueueless=on ,-3239.98,5110.836827278137
4,7380000,94700,77000, -Dqueueless=on ,-2785.79,5133.625660896301
4,6630000,94600,80000, -Dqueueless=on ,-3151.95,5153.919074296951
4,6870000,93900,79000, -Dqueueless=on ,-2516.49,5172.4631724357605
4,6850000,94500,58000, -Dqueueless=on ,-2545.5,5193.103498697281
4,7280000,97600,77000, -Dqueueless=on ,-2776.48,5219.035579919815
4,6690000,96200,81000, -Dqueueless=on ,-2466.16,5236.126266717911
4,6730000,94700,80000, -Dqueueless=on ,-2895.89,5255.827845096588
4,6820000,97000,80000, -Dqueueless=on ,-2511.7,5271.0777797698975
4,7100000,91000,77000, -Dqueueless=on ,-2571.67,5287.910076379776
4,6770000,95800,33000, -Dqueueless=on ,-3079.87,5304.894287824631
4,7030000,97600,76000, -Dqueueless=on ,-2624.05,5322.797810316086
4,6880000,96300,73000, -Dqueueless=on ,-2616.63,5342.303121089935
4,6510000,96800,76000, -Dqueueless=on ,-2555.9,5366.058291912079
4,6370000,99900,30000, -Dqueueless=on ,-2878.52,5384.812970161438
4,6500000,100000,56000, -Dqueueless=on ,-2722.99,5406.677322387695
4,6670000,95500,34000, -Dqueueless=on ,-2790.87,5422.233201265335
4,6650000,95300,93000, -Dqueueless=on ,-2888.43,5440.4673409461975
4,6130000,99800,66000, -Dqueueless=on ,-3082.33,5454.928006649017
4,7120000,94300,78000, -Dqueueless=on ,-2556.98,5469.625186443329
4,6170000,95700,59000, -Dqueueless=on ,-2534.27,5485.675070524216
4,7360000,95300,47000, -Dqueueless=on ,-2466.2,5507.8526957035065
4,6900000,94600,92000, -Dqueueless=on ,-2654.6,5522.759530305862
3,6600000,95600,77000, -Dqueueless=on ,-2688.71,5543.574358463287
4,2130000,99900,43000, -Dqueueless=on ,-2702.88,5558.146318435669
4,6610000,99800,30000, -Dqueueless=on ,-2310.5,5581.672329902649
4,2200000,95400,79000, -Dqueueless=on ,-2241.87,5596.858643054962
4,6600000,95200,87000, -Dqueueless=on ,-3002.92,5615.906397104263
4,6650000,95900,63000, -Dqueueless=on ,-2821.23,5634.196372509003
4,6240000,96100,77000, -Dqueueless=on ,-3067.62,5652.03608417511
4,6750000,95800,88000, -Dqueueless=on ,-3040.86,5682.619361400604
4,7510000,96100,76000, -Dqueueless=on ,-2862.85,5697.996899604797
3,6270000,95600,78000, -Dqueueless=on ,-2802.86,5727.412411689758
2,6790000,95300,98000, -Dqueueless=on ,-2623.06,5742.852656126022
4,6740000,97900,46000, -Dqueueless=on ,-2990.09,5761.112366676331
4,6630000,95800,100000, -Dqueueless=on ,-3233.43,5780.313931465149
